ID;Name;IATA;ICAO;Latitude;Longitude;iso_code
8876;Yangzhou Taizhou Airport;YTY;ZSYA;32.5634;119.7198;CN
8877;Oakland County International Airport;PTK;KPTK;42.665500640869;-83.420097351074;US
8880;Kissidougou Airport;KSI;GUKU;9.1605596542358;-10.124400138855;GN
8888;Dillant Hopkins Airport;EEN;KEEN;42.898399353027344;-72.27079772949219;US
8889;Tianshui Maijishan Airport;THQ;ZLTS;34.5593986511;105.86000061;CN
8890;Kawama Airport;VRO;MUKW;23.1240005493;-81.3015975952;CU
8892;Kooddoo Airport;GKK;VRMO;0.7324;73.4336;MV
8893;Glasgow Industrial Airport;\N;07MT;48.42110061645508;-106.52799987792969;US
8894;Rochester Airport;RCS;EGTO;51.351898193359375;0.5033329725265503;GB
8914;Termas de Río Hondo international Airport;RHD;SANR;-27.4966;-64.93595;AR
8918;Keetmanshoop Airport;KMP;FYKT;-26.5398006439209;18.111400604248047;NA
8921;Kangding Airport;KGT;ZUKD;30.1575;101.734722;CN
8924;Velikiy Ustyug Airport;VUS;ULWU;60.788299560546875;46.2599983215332;RU
8925;Iowa City Municipal Airport;IOW;KIOW;41.639198303200004;-91.5465011597;US
8926;Turpan Jiaohe Airport;TLQ;ZWTP;43.0308;89.0987;CN
8927;Lorenzo Airport;\N;SNCL;-13.389444351196289;-38.90999984741211;BR
8928;Windom Municipal Airport;\N;KMWM;43.91339874267578;-95.1093978881836;US
8931;Longview Ranch Airport;\N;OG39;44.66170120239258;-119.6520004272461;US
8932;Rothera Research Station;\N;EGAR;-67.5675;-68.1274027778;GB
8933;Sortavala Airport;\N;ULPW;61.73609924316406;30.673599243164062;RU
8935;Lee Airport;ANP;KANP;38.942902;-76.568398;US
8943;Cuamba Airport;FXO;FQCB;-14.815;36.529999;MZ
8944;Bodaybo Airport;ODO;UIKB;57.866100311299995;114.242996216;RU
8946;Zhytomyr Airport;ZTR;UKKV;50.270556;28.738611;UA
8948;Paluknys Airport;\N;EYVP;54.48484802246094;24.98737335205078;LT
8949;Mattala Rajapaksa International Airport;HRI;VCRI;6.284467;81.124128;LK
8950;Pecos Municipal Airport;PEQ;KPEQ;31.382400512695;-103.51100158691;US
8951;Hattiesburg Bobby L Chain Municipal Airport;HBG;KHBG;31.26479912;-89.25279999;US
8952;Botucatu - Tancredo de Almeida Neves Airport;QCJ;SDBK;-22.939501;-48.467999;BR
8953;Base Aérea Airport;\N;SBAN;-16.2292;-48.964298;BR
8954;Mário Pereira Lopes–São Carlos Airport;QSC;SDSC;-21.875401;-47.903703;BR
8958;Chan Gurney Municipal Airport;YKN;KYKN;42.916698455811;-97.385902404785;US
8961;Sir Bani Yas Airport;XSB;OMBY;24.283611;52.580278;AE
8963;Bromont (Roland Desourdy) Airport;ZBM;CZBM;45.2907981873;-72.74140167239999;CA
8965;Beccles Airport;\N;EGSM;52.435298919699996;1.6183300018300002;GB
8966;Kratie Airport;KTI;VDKT;12.48799991607666;106.05500030517578;KH
8967;Caldera Airport;\N;SCCL;-27.078100204467773;-70.79530334472656;CL
8968;San Pedro de Atacama Airport;\N;SCPE;-22.92169952392578;-68.15840148925781;CL
8969;Copacabana Airport;\N;SLCC;-16.191099166870117;-69.09559631347656;BO
8971;Guyuan Liupanshan Airport;GYU;ZLGY;36.0788888889;106.216944444;CN
8972;RAF Brawdy;\N;EGDA;51.88375;-5.119972;GB
8974;Changhai Airport;CNI;ZYCH;39.2666666667;122.666944444;CN
8975;Redhill Aerodrome;KRH;EGKR;51.2136001587;-0.138611003757;GB
8979;Jiagedaqi Airport;JGD;ZYJD;50.371389;124.1175;CN
8980;Chinchilla Airport;CCL;YCCA;-26.774999618530273;150.61700439453125;AU
8982;Hayward Executive Airport;HWD;KHWD;37.659198761;-122.122001648;US
8983;Motueka Airport;MZP;NZMK;-41.12329864501953;172.98899841308594;NZ
8984;Shute Harbour Airport;JHQ;YSHR;-20.277221;148.755556;AU
8985;Enstone Aerodrome;\N;EGTN;51.928166666699994;-1.4285;GB
8989;Ann Arbor Municipal Airport;ARB;KARB;42.2229995728;-83.74559783939999;US
8994;Shepparton Airport;SHT;YSHT;-36.42890167236328;145.39300537109375;AU
8995;Temora Airport;TEM;YTEM;-34.4213981628418;147.51199340820312;AU
8996;Gayndah Airport;GAH;YGAY;-25.61440086364746;151.61900329589844;AU
8998;Wilcannia Airport;WIO;YWCA;-31.526399612426758;143.375;AU
9001;Ivanhoe Airport;\N;YIVO;-32.88330078125;144.30999755859375;AU
9002;Menindee Airport;\N;YMED;-32.36669921875;142.40499877929688;AU
9004;Pooncarie Airport;\N;YPCE;-33.36669921875;142.58799743652344;AU
9006;Tilpa Airport;\N;YTLP;-30.933300018310547;144.41700744628906;AU
9008;Reichenbach Air Base;\N;LSGR;46.61360168457031;7.6777801513671875;CH
9025;Bijie Feixiong Airport;BFJ;ZUBJ;27.267066;105.472097;CN
9026;Lensk Airport;ULK;UERL;60.7206001282;114.825996399;RU
9042;Kavalerovo Airport;KVR;UHWK;44.2726;135.029;RU
9043;Iğdır Airport;IGD;LTCT;39.9766273499;43.8766479492;TR
9044;Şanlıurfa GAP Airport;GNY;LTCS;37.445663;38.895592;TR
9045;Zafer Airport;KZR;LTBZ;39.113079;30.128111;TR
9048;Velikiye Luki Airport;VLU;ULOL;56.381099700927734;30.60810089111328;RU
9053;Yelahanka Air Force Station;\N;VOYK;13.135499954223633;77.60600280761719;IN
9054;Yeltsovka Airport;\N;UNNE;55.09239959716797;83.00450134277344;RU
9062;Kodinsk Airport;\N;UNKI;58.479400634765625;99.09390258789062;RU
9065;Lake Macquarie Airport;BEO;YPEC;-33.0667;151.647995;AU
9066;Henry County Airport;\N;K4A7;33.389099;-84.332397;US
9068;Brampton Island Airport;BMP;YBPI;-20.803300857543945;149.27000427246094;AU
9071;Alameda Naval Air Station;NGZ;KNGZ;37.78889846801758;-122.31999969482422;US
9075;Endelave Flyveplads;\N;EKEL;55.7565;10.2485;DK
9076;St. Johann In Tirol Airport;\N;LOIJ;47.5201;12.4497;AT
9079;Thalmässing-Waizenhofen Airport;\N;EDPW;49.06416702270508;11.209166526794434;DE
9088;Cochrane Airport;YCN;CYCN;49.10559844970703;-81.01360321044922;CA
9089;Estadual Arthur Siqueira Airport;BJP;SBBP;-22.979162;-46.537508;BR
9090;Busselton Regional Airport;BQB;YBLN;-33.6884231567;115.401596069;AU
9091;Srednekolymsk Airport;SEK;UESK;67.4805;153.7364;RU
9093;Comarapa Airport;\N;SLCR;-17.91360092163086;-64.5177993774414;US
9095;Inverell Airport;IVR;YIVL;-29.888299942;151.143997192;AU
9096;Glen Innes Airport;GLI;YGLI;-29.674999237060547;151.68899536132812;AU
9100;Ansbach-Petersdorf Airport;\N;EDQF;49.361111;10.669444;DE
9102;Immokalee Regional Airport;IMM;KIMM;26.43320084;-81.40100098;US
9103;Maranggo Airport;TQQ;WA44;-5.7645702362061;123.91699981689;ID
9104;Rancho San Simeon Airport;\N;66CA;35.60770034790039;-121.11000061035156;US
9107;Yichun Mingyueshan Airport;YIC;ZSYC;27.8025;114.3062;CN
9120;Dinwiddie County Airport;PTB;KPTB;37.183799743652;-77.507400512695;US
9124;McMurdo Station Pegasus Field;\N;NZPG;-77.9634017944336;166.52499389648438;AQ
9125;Klatovy Airport;\N;LKKT;49.41830062866211;13.321900367736816;CZ
9126;Sheboygan County Memorial Airport;SBM;KSBM;43.76959991;-87.85140228;US
9127;Fortescue - Dave Forrest Aerodrome;KFE;YFDF;-22.290754;119.437143;AU
9129;Kangel Danda Airport;\N;VNKL;27.4106333137;86.6465950012;NP
9132;Bajura Airport;BJU;VNBR;29.50200080871582;81.66899871826172;NP
9134;Chara Airport;\N;UIAR;56.913333892822266;118.2699966430664;RU
9136;Herning Airport;\N;EKHG;56.18470001220703;9.044449806213379;DK
9137;Oberschleißheim Airfield;\N;EDNX;48.239445;11.561389;DE
9138;Pinal Airpark;MZJ;KMZJ;32.5106010437;-111.32800293;US
9139;Glendale Municipal Airport;\N;KGEU;33.52690124511719;-112.29499816894531;US
9140;Safford Regional Airport;SAD;KSAD;32.85480118;-109.6350021;US
9141;Verden-Scharnhorst Airfield;\N;EDWV;52.965279;9.282778;DE
9146;Solomon Airport;SLJ;YSOL;-22.2554;117.7627;AU
9147;Nittenau-Bruck Airport;\N;EDNM;49.22249984741211;12.296667098999023;DE
9148;Kerama Airport;KJP;ROKR;26.168300628699996;127.292999268;JP
9149;Americana Airport;\N;SDAI;-22.755800247192383;-47.26940155029297;BR
9156;Ekibastuz Airport;EKB;UASB;51.590999603271484;75.21499633789062;KZ
9162;Adamovka;\N;UWOD;51.5;59.936111;RU
9163;Kvarkeno;\N;UWOH;52.078333;59.683333;RU
9164;Sikeston Memorial Municipal Airport;SIK;KSIK;36.898899078369;-89.561798095703;US
9175;Tetiaroa Airport;TTI;NTTE;-17.0132999420166;-149.58700561523438;PF
9178;Floyd Bennett Memorial Airport;GFL;KGFL;43.3412017822;-73.6102981567;US
9179;Saratoga County Airport;\N;K5B2;43.05130005;-73.86119843;US
9182;Crystal River Airport;\N;KCGC;28.867300033569336;-82.57129669189453;US
9183;Martin State Airport;MTN;KMTN;39.325699;-76.413803;US
9184;Lincoln Regional Karl Harder Field;\N;KLHM;38.90919876098633;-121.35099792480469;US
9185;Fostoria Metropolitan Airport;\N;KFZI;41.19079971;-83.39450073;US
9186;Eastern Slopes Regional Airport;FRY;KIZG;43.991100311299995;-70.9478988647;US
9187;Coral Creek Airport;\N;FA54;26.85449981689453;-82.2511978149414;US
9188;Lakefront Airport;NEW;KNEW;30.042400360107;-90.028297424316;US
9189;Coeur D'Alene - Pappy Boyington Field;COE;KCOE;47.77429962;-116.8199997;US
9190;Beaumont Municipal Airport;BMT;KBMT;30.0706996918;-94.21579742430002;US
9191;Vermilion Regional Airport;DNV;KDNV;40.19919968;-87.59590149;US
9193;Coonabarabran Airport;COJ;YCBB;-31.332500457763672;149.26699829101562;AU
9199;Space Coast Regional Airport;TIX;KTIX;28.514799118042;-80.799201965332;US
9205;Bumi Airport;BZH;FVBM;-16.8169994354;28.3500003815;ZW
9207;Warnervale Airport;\N;YWVA;-33.240278;151.429722;AU
9215;Bouarfa Airport;UAR;GMFB;32.5143055556;-1.98305555556;MA
9218;Nyeri Airport;NYE;HKNI;-0.3644140064716339;36.978485107421875;KE
9225;Andrau Airpark;AAP;KAAP;29.722499847399998;-95.58830261230001;US
9226;Flying Cloud Airport;FCM;KFCM;44.8272018433;-93.45709991460001;US
9227;Likoma Island Airport;LIX;FWLK;-12.075833;34.737222;MW
9228;Johnson County Executive Airport;OJC;KOJC;38.84759903;-94.73760223;US
9229;Sigiriya Air Force Base;GIU;VCCS;7.956669807430001;80.7285003662;LK
9232;Neumünster Airport;EUM;EDHN;54.079444885253906;9.941389083862305;DE
9233;Tak Airport;TKT;VTPT;16.895999908447266;99.25330352783203;TH
9236;Barrie-Orillia (Lake Simcoe Regional Airport);YLK;CYLS;44.4852981567;-79.55560302730001;CA
9237;Huronia Airport;\N;CYEE;44.6833000183;-79.9282989502;CA
9238;Markham Airport;\N;CNU8;43.93579864501953;-79.26219940185547;CA
9239;Stanhope Municipal Airport;\N;CND4;45.1108333333;-78.64;CA
9240;Kawartha Lakes (Lindsay) Airport;\N;CNF4;44.3647;-78.783897;CA
9241;Niagara District Airport;YCM;CYSN;43.19169998168945;-79.17169952392578;CA
9243;Edenvale Aerodrome;\N;CNV8;44.441101;-79.962799;CA
9244;Orillia Airport;\N;CNJ4;44.67765578389999;-79.31021690370001;CA
9245;Holland Landing Airpark;\N;CLA4;44.08940124511719;-79.49500274658203;CA
9247;Parry Sound Area Municipal Airport;YPD;CNK4;45.2575;-79.829697;CA
9248;Hanover / Saugeen Municipal Airport;\N;CYHS;44.158298;-81.062798;CA
9249;Brandywine Airport;\N;KOQN;39.9901008605957;-75.58190155029297;US
9251;Manassas Regional Airport/Harry P. Davis Field;MNZ;KHEF;38.72140121;-77.51540375;US
9252;Texas Gulf Coast Regional Airport;LJN;KLBX;29.1086006165;-95.462097168;US
9253;Bubovice Airport;\N;LKBU;49.97439956665039;14.178099632263184;CZ
9255;Rakkestad Astorp Airport;\N;ENRK;59.397499;11.3469;NO
9272;Bingöl Çeltiksuyu Airport;BGG;LTCU;38.8592605591;40.5959625244;TR
9273;Kastamonu Airport;KFS;LTAL;41.31420135498047;33.795799255371094;TR
9276;Elstree Airfield;\N;EGTR;51.6557998657;-0.325832992792;GB
9277;Sandtoft Airfield;\N;EGCF;53.559700012200004;-0.8583329916;GB
9290;Torit Airport;\N;HSTR;4.400000095367432;32.58300018310547;SS
9305;Shelby County Airport;\N;K2H0;39.410400390599996;-88.8453979492;US
9308;Lüliang Airport;LLV;ZBLL;37.683333;111.142778;CN
9310;Daocheng Yading Airport;DCY;ZUDC;29.323056;100.053333;CN
9311;Gannan Xiahe Airport;GXH;ZLXH;34.8105;102.6447;CN
9317;Vängsö Airport;\N;ESSZ;59.10110092163086;17.21109962463379;SE
9327;Comiso Airport;CIY;LICB;36.994601;14.607182;IT
9348;Enumclaw Airport;\N;WA77;47.195701599121094;-122.02200317382812;US
9371;Markovo Airport;KVM;UHMO;64.667;170.417007;RU
9372;Seymchan Airport;\N;UHMS;62.920780181884766;152.4227752685547;RU
9373;Zyryanka Airport;ZKP;UESU;65.7485;150.8889;RU
9374;Susuman Airport;\N;UHMH;62.766666412353516;148.14666748046875;RU
9376;Ust-Maya Airport;UMS;UEMU;60.356998443604;134.43499755859;RU
9377;Aldan Airport;ADH;UEEA;58.60279846191406;125.40899658203125;RU
9378;Olyokminsk Airport;OLZ;UEMO;60.397499;120.471001;RU
9379;Vitim Airport;\N;UERT;59.458;112.563004;RU
9380;Pellworm Field;\N;EDHP;54.5363883972;8.68000030518;DE
9386;Xinyuan Nalati Airport;NLT;ZWNL;43.4318;83.3786;CN
9387;Port Alsworth Airport;PTA;PALJ;60.201681;-154.325863;US
9388;Fontaine Airport;BOR;LFSQ;47.655601501465;7.0108299255371;FR
9390;Fairfield County Airport;\N;KFDW;34.31549835205078;-81.10880279541016;US
9391;Obock Airport;OBC;HDOB;11.967000007629395;43.266998291015625;DJ
9392;Tadjoura Airport;TDJ;HDTJ;11.782999992370605;42.91699981689453;DJ
9393;Santa Cruz del Quiche Airport;AQB;MGQC;15.012200355529785;-91.15059661865234;GT
9394;Norðfjörður Airport;NOR;BINF;65.13189697265625;-13.746399879455566;IS
9395;Bursa Airport;BTZ;LTBE;40.233299255371094;29.009199142456055;TR
9396;Skyhaven Airport;\N;KDAW;43.28409957885742;-70.9292984008789;US
9397;Waris Airport;WAR;WAJR;-3.235;140.994;ID
9399;Newton City-County Airport;EWK;KEWK;38.058200836199994;-97.2744979858;US
9400;La Ferté Alais Airfield;\N;LFFQ;48.498652;2.338867;FR
9402;Bairnsdale Airport;BSJ;YBNS;-37.88750076293945;147.5679931640625;AU
9403;Taszár Air Base;TZR;LHTA;46.39310073852539;17.917499542236328;US
9406;Fort Bridger Airport;FBR;KFBR;41.3918991089;-110.406997681;US
9407;Prosser Airport;\N;KS40;46.21340179;-119.7910004;US
9408;Chehalis Centralia Airport;CLS;KCLS;46.676998138399995;-122.983001709;US
9409;Desert Aire Regional Airport;\N;KM94;46.687401;-119.920998;US
9411;Evanston-Uinta County Airport-Burns Field;EVW;KEVW;41.27479935;-111.0350037;US
9412;Sabetha Municipal Airport;\N;KK83;39.90420150756836;-95.77940368652344;US
9413;Mt Pleasant Regional-Faison field;\N;KLRO;32.89780045;-79.78289795;US
9414;Jimmy Carter Regional Airport;\N;KACJ;32.110802;-84.188904;US
9415;Weedon Field;EUF;KEUF;31.9512996674;-85.1288986206;US
9416;Saluda County Airport;\N;K6J4;33.92679977416992;-81.79460144042969;US
9417;Dare County Regional Airport;MEO;KMQI;35.91899872;-75.69550323;US
9418;Auburn University Regional Airport;AUO;KAUO;32.615101;-85.433998;US
9419;Tri Cities Airport;\N;KCZG;42.078499;-76.096296;US
9428;Bessemer Airport;\N;KEKY;33.31290054;-86.92590332;US
9429;Colorado Springs East Airport;\N;KA50;38.8744010925293;-104.41000366210938;US
9447;Crystal Airport;\N;KMIC;45.0620002746582;-93.35389709472656;US
9448;Clarke County Airport;\N;K23M;32.0849;-88.738897;US
9450;W H 'Bud' Barron Airport;DBN;KDBN;32.56439972;-82.98529816;US
9474;Pukarua Airport;PUK;NTGQ;-18.29560089111328;-137.01699829101562;PF
9475;Kabale Airport;\N;HUKB;-1.226111;29.96;UG
9481;Guatuso Airport;\N;MRGT;10.683333396911621;-84.83333587646484;FR
9484;Central Bolívar Airport;\N;SVSJ;8.916666984558105;-71.93333435058594;ES
9488;Corvallis Municipal Airport;CVO;KCVO;44.49720001;-123.2900009;US
9492;Tuzla Romania Airport;\N;LRTZ;43.98419952392578;28.609699249267578;RO
9500;El Almendro Airport;\N;SCRT;-35.96055603027344;-71.7933349609375;US
9511;San Agustin Airport;\N;MRST;10.066666603088379;-84.88333129882812;US
9521;Samambaia Heliport;\N;SDNS;-22.462499618530273;-43.13055419921875;RE
9528;Fazenda Campo Verde Airport;\N;SNKV;1.04278004169;-50.516700744599994;KH
9532;Prominent Hill Airport;PXH;YPMH;-29.716;135.5244;AU
9533;Cowra Airport;CWT;YCWR;-33.84469985961914;148.6490020751953;AU
9542;Coral Bay Airport;\N;YCOY;-23.1299991607666;113.7770004272461;AU
9543;Ogden Hinckley Airport;OGD;KOGD;41.195899963379;-112.0120010376;US
9544;Lake Country Regional Airport;\N;KW63;36.5957984924;-78.56009674070002;AE
9545;Robert S Kerr Airport;\N;KRKR;35.02159881591797;-94.62129974365234;US
9546;Colorado Plains Regional Airport;AKO;KAKO;40.1755981445;-103.222000122;US
9547;Sanderson Field;SHN;KSHN;47.233600616455;-123.14800262451;US
9739;Napakiak Airport;WNA;PANA;60.69029998779297;-161.97900390625;US
9744;Napaskiak Airport;PKA;PAPK;60.70289993;-161.7779999;US
9746;Tok Airport;\N;PATJ;63.303333;-143.001111;US
9749;Bedwell Harbour Seaplane Base;YBW;CAB3;48.75;-123.233001709;CA
9751;Washabo Airport;WSO;SMWS;5.215277;-57.185302;SR
9753;Popham Airfield;\N;EGHP;51.193901;-1.23472;GB
9754;Causey Airport;\N;K2A5;35.911800384521484;-79.61759948730469;US
9759;Abaco I Walker C Airport;WKR;MYAW;27.266700744628906;-78.39969635009766;BS
9760;Black Point Airstrip;\N;MYEB;24.089488448799997;-76.3979172707;BS
9761;Bartica A Airport;GFO;SYBT;6.358864;-58.655207;GY
9763;Doylestown Airport;DYL;KDYL;40.3330001831;-75.1222991943;US
9766;Cape Town Waterfort Heliport;\N;FADW;0;0;ZA
9768;Tingo Maria Airport;TGI;SPGM;-9.133000373840332;-75.94999694824219;PE
9769;Plínio Alarcom Airport;TJL;SSTL;-20.754199981689;-51.684200286865;BR
9770;Zhangye Ganzhou Airport;YZY;ZLZY;38.8018989563;100.675003052;CN
9771;Cacoal Airport;OAL;SSKW;-11.496;-61.4508;BR
9772;Warren Field;OCW;KOCW;35.570499420166;-77.049797058105;US
9773;Hyde County Airport;\N;K7W6;35.562400817871094;-75.9552001953125;US
9774;Mocopulli Airport;MHC;SCPQ;-42.340388;-73.715693;CL
9776;Stillwater Regional Airport;SWO;KSWO;36.161201477051;-97.08570098877;US
9777;Okmulgee Regional Airport;OKM;KOKM;35.668098449707;-95.948699951172;US
9778;Cushing Municipal Airport;CUH;KCUH;35.9499015808;-96.7731018066;US
9779;Clinton Sherman Airport;CSM;KCSM;35.3398017883;-99.20050048830001;US
9780;Strother Field;WLD;KWLD;37.168598175;-97.0375976562;US
9781;Wiley Post Airport;PWA;KPWA;35.53419876;-97.64710236;US
9782;Shreveport Downtown Airport;DTN;KDTN;32.5401992798;-93.7450027466;US
9783;Stephenville Clark Regional Airport;SEP;KSEP;32.215301513672;-98.177696228027;US
9784;Perry Municipal Airport;\N;KF22;36.38560104370117;-97.2771987915039;US
9786;Hamilton Municipal Airport;\N;KMNZ;31.6658992767334;-98.14859771728516;US
9787;Ada Regional Airport;ADT;KADH;34.804298;-96.671303;US
9788;Mesquite Metro Airport;\N;KHQZ;32.74700164794922;-96.53040313720703;US
9789;Denton Municipal Airport;\N;KDTO;33.2006988525;-97.19799804690001;US
9790;Austin Executive Airport;\N;KEDC;30.3974931;-97.5663935;US
9791;Lago Vista Tx Rusty Allen Airport;\N;KRYW;30.498600006103516;-97.96949768066406;US
9792;Brenham Municipal Airport;\N;K11R;30.21899986;-96.3742981;US
9793;Lakeway Airpark;\N;K3R9;30.357500076293945;-97.99449920654297;US
9794;Iraan Municipal Airport;IRB;K2F0;30.9057006836;-101.891998291;US
9795;Kestrel Airpark;\N;K1T7;29.812700271606445;-98.42530059814453;US
9796;Elliot Lake Municipal Airport;YEL;CYEL;46.351398468;-82.5614013672;CA
9797;Wilkes County Airport;IKB;KUKF;36.2228012085;-81.09829711910001;US
9798;Charleston Executive Airport;\N;KJZI;32.70090103149414;-80.00289916992188;US
9799;Danville Regional Airport;DAN;KDAN;36.572898864746094;-79.33609771728516;US
9800;Brookneal/Campbell County Airport;\N;K0V4;37.141700744599994;-79.01640319820001;US
9805;Yerbogachen Airport;ERG;UIKE;61.2750015259;108.029998779;RU
9806;Cheraw Municipal Airport/Lynch Bellinger Field;HCW;KCQW;34.71289825;-79.95700073;US
9808;Wauchula Municipal Airport;\N;KCHN;27.51490020752;-81.880500793457;US
9818;Lilydale Airport;\N;YLIL;-37.69169998168945;145.36700439453125;AU
9819;Beni Mellal Airport;BEM;GMMD;32.401895;-6.315905;MA
9820;Şırnak Şerafettin Elçi Airport;NKT;LTCV;37.3647;42.0582;TR
9821;Suntar Airport;SUY;UENS;62.185001373291;117.63500213623;RU
9824;Tazadit Airport;OUZ;GQPZ;22.756399154663086;-12.483599662780762;MR
9825;Asaba International Airport;ABB;DNAS;6.204167;6.665278;NG
9826;Akwa Ibom International Airport;QUO;DNAI;4.8725;8.093;NG
9828;Kasama Airport;KAA;FLKS;-10.216699600219727;31.13330078125;ZM
9829;Mbeya Airport;\N;HTMB;-8.919444;33.463889;TZ
9830;Mpanda Airport;\N;HTMP;-6.355374;31.084116;TZ
9831;Songea Airport;SGX;HTSO;-10.682999610900879;35.58300018310547;TZ
9832;Morogoro Airport;\N;HTMG;-6.797220230102539;37.653099060058594;TZ
9843;Jiuhuashan Airport;JUH;ZSJH;30.7403;117.6856;CN
9844;Anshan Air Base;AOG;ZYAS;41.105301;122.853996;CN
9845;Saertu Airport;DQA;ZYDQ;46.7463888889;125.140555556;CN
9846;Zunyi Xinzhou Airport;ZYI;ZUZY;27.5895;107.0007;CN
9847;Conway Horry County Airport;\N;KHYW;33.82849884;-79.12220001;US
9848;Lindu Airport;LDS;ZYLD;47.7520555556;129.019125;CN
9849;Anshun Huangguoshu Airport;AVA;ZUAS;26.2605555556;105.873333333;CN
9850;Sikasso Airport;KSS;GASK;11.333000183105469;-5.699999809265137;ML
9853;Toowoomba Wellcamp Airport;WTB;YBWW;-27.558332;151.793335;AU
9854;Tonghua Sanyuanpu Airport;TNH;ZYTN;42.2538888889;125.703333333;CN
9857;Suzhou Guangfu Airport;SZV;ZSSZ;31.2631;120.401001;CN
9860;City Airport Manchester;\N;EGCB;53.471698761;-2.38971996307;GB
9861;Sleap Airport;\N;EGCV;52.833900451699996;-2.77167010307;GB
9862;Tatenhill Airfield;\N;EGBM;52.814701080300004;-1.76110994816;GB
9863;Full Sutton Airfield;\N;EGNU;53.980598;-0.864722;GB
9864;Sherburn-In-Elmet Airfield;\N;EGCJ;53.788458;-1.216877;GB
9866;Beringin Airport;\N;WAOM;-0.940325021744;114.893875122;ID
9868;Mulia Airport;LII;WAJM;-3.7018;137.957;ID
9872;Stenkol Airport;NTI;WASB;-2.1033;133.5164;ID
9873;Wasior Airport;WSR;WASW;-2.721;134.5061;ID
9874;Silangit Airport;DTB;WIMN;2.25973;98.991898;ID
9875;Lasikin Airport;\N;WITG;2.4102799892425537;96.32559967041016;ID
9886;Seunagan Airport;MEQ;WITC;4.25;96.21700286865234;ID
9887;Betoambari Airport;BUW;WAWB;-5.486879825592041;122.56900024414062;ID
9888;Kao Airport;KAZ;WAMK;1.1852799654006958;127.89600372314453;ID
9889;Melangguane Airport;MNA;WAMN;4.00694;126.672997;ID
9890;Sanggata/Sangkimah Airport;SGQ;WRLA;0.3847;117.543;ID
9891;Muara Bungo Airport;BUU;WIPI;-1.1278;102.135;ID
9892;Selayar/Aroepala Airport;\N;WAWH;-6.1751;120.4362;ID
9897;Illaga Airport;ILA;WABL;-3.97648;137.6225;ID
9898;Oksibil Airport;OKL;WAJO;-4.9071;140.6277;ID
9899;Kokonau Airport;KOX;WABN;-4.71075;136.43515;ID
9901;Clermont Airport;CMQ;YCMT;-22.773099899291992;147.62100219726562;AU
9902;Warrnambool Airport;WMB;YWBL;-38.2952995300293;142.44700622558594;AU
9904;Richmond Airport;RCM;YRMD;-20.701900482177734;143.11500549316406;AU
9905;RAAF Base Curtin;DCN;YCIN;-17.5813999176;123.82800293;AU
9935;Kualanamu International Airport;KNO;WIMM;3.642222;98.885278;ID
9937;Gratiot Community Airport;AMN;KAMN;43.322101593;-84.68800354;CA
9938;Asheboro Regional Airport;\N;KHBI;35.65449905;-79.8946991;US
9939;Seosan Air Base;HMY;RKTP;36.703999;126.486;KR
9942;Henderson Field;\N;KACZ;34.717899322509766;-78.00360107421875;US
9943;Emporia Greensville Regional Airport;\N;KEMV;36.6869010925293;-77.48280334472656;US
10017;San Gabriel Valley Airport;EMT;KEMT;34.086102;-118.035004;US
10057;Farah Airport;FAH;OAFR;32.367000579833984;62.18299865722656;AF
10061;Pasighat Airport;IXT;VEPG;28.066099166870117;95.33560180664062;IN
10062;Kee Field;\N;KI16;37.600399017333984;-81.5593032836914;US
10069;Kramatorsk Airport;KRQ;UKCK;48.70560073852539;37.62889862060547;UA
10080;Kautokeino Air Base;QKX;ENKA;69.04029846191406;23.034000396728516;NO
10089;Lille/Marcq-en-Baroeul Airport;\N;LFQO;50.687198638916016;3.0755600929260254;FR
10096;Kawass Airport;\N;GUKR;10.651000022888;-14.533599853516;GN
10102;Stinson Municipal Airport;SSF;KSSF;29.336999893188;-98.471099853516;US
10103;Sallisaw Municipal Airport;\N;KJSV;35.4382019;-94.80280304;US
10104;Jasper County Airport-Bell Field;JAS;KJAS;30.88570023;-94.03489685;US
10105;El Dorado Springs Memorial Airport;\N;K87K;37.8567008972168;-93.99909973144531;US
10106;Marfa Municipal Airport;MRF;KMRF;30.371099;-104.017997;US
10107;Alpine Casparis Municipal Airport;ALE;KE38;30.384199142499998;-103.683998108;US
10110;Bubaque Airport;BQE;GGBU;11.297355651855469;-15.838079452514648;GW
10114;Chichen Itza International Airport;CZA;MMCT;20.6413002014;-88.4461975098;MX
10116;Bunbury Airport;BUY;YBUN;-33.378299713134766;115.677001953125;AU
10117;Cable Airport;CCB;KCCB;34.1115989685;-117.68800354;US
10121;Mount Sterling Montgomery County Airport;\N;KIOB;38.05810165;-83.979599;US
10122;Elkhart Municipal Airport;EKI;KEKM;41.7193984985;-86.00319671630001;US
10123;Nappanee Municipal Airport;\N;KC03;41.44620132446289;-85.93479919433594;US
10128;Jim Hamilton L.B. Owens Airport;CUB;KCUB;33.970500946;-80.9952011108;US
10129;Grove Municipal Airport;\N;KGMJ;36.60680008;-94.73860168;US
10130;Mc Pherson Airport;\N;KMPR;38.35240173;-97.69129944;US
10131;Donaldson Field Airport;GDC;KGYH;34.758301;-82.376404;US
10132;Perry Houston County Airport;\N;KPXE;32.51060104370117;-83.76730346679688;US
